"initial_alias","converted_alias","name","description","namespace"
"211526_S_AT","ENSG00000026036","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211526_S_AT","ENSG00000258366","RTEL1","regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206092_X_AT","ENSG00000026036","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206092_X_AT","ENSG00000258366","RTEL1","regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213829_X_AT","ENSG00000026036","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213829_X_AT","ENSG00000258366","RTEL1","regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216325_X_AT","ENSG00000026036","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216325_X_AT","ENSG00000258366","RTEL1","regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206467_X_AT","ENSG00000026036","RTEL1-TNFRSF6B","RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206467_X_AT","ENSG00000243509","TNFRSF6B","TNF receptor superfamily member 6b [Source:HGNC Symbol;Acc:HGNC:11921]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"227944_AT","ENSG00000070159","PTPN3","protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"203997_AT","ENSG00000070159","PTPN3","protein tyrosine phosphatase non-receptor type 3 [Source:HGNC Symbol;Acc:HGNC:9655]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205455_AT","ENSG00000164078","MST1R","macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205977_S_AT","ENSG00000146904","EPHA1","EPH receptor A1 [Source:HGNC Symbol;Acc:HGNC:3385]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"241482_AT","ENSG00000146904","EPHA1","EPH receptor A1 [Source:HGNC Symbol;Acc:HGNC:3385]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"221586_S_AT","ENSG00000133740","E2F5","E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205743_AT","ENSG00000144681","STAC","SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211905_S_AT","ENSG00000132470","ITGB4","integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204989_S_AT","ENSG00000132470","ITGB4","integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204990_S_AT","ENSG00000132470","ITGB4","integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"229458_S_AT","ENSG00000132470","ITGB4","integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"214292_AT","ENSG00000132470","ITGB4","integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205531_S_AT","ENSG00000135423","GLS2","glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1564706_S_AT","ENSG00000135423","GLS2","glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]","AFFY_HG_U133_PLUS_2"
"1564707_X_AT","ENSG00000135423","GLS2","glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]","AFFY_HG_U133_PLUS_2"
"1564705_AT","ENSG00000135423","GLS2","glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]","AFFY_HG_U133_PLUS_2"
"209369_AT","ENSG00000138772","ANXA3","annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211161_S_AT","ENSG00000168542","COL3A1","collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201852_X_AT","ENSG00000168542","COL3A1","collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215076_S_AT","ENSG00000168542","COL3A1","collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202403_S_AT","ENSG00000164692","COL1A2","collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"229218_AT","ENSG00000164692","COL1A2","collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"202404_S_AT","ENSG00000164692","COL1A2","collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203440_AT","ENSG00000170558","CDH2","cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203441_S_AT","ENSG00000170558","CDH2","cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210839_S_AT","ENSG00000136960","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:3357]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209392_AT","ENSG00000136960","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:3357]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214981_AT","ENSG00000133110","POSTN","periostin [Source:HGNC Symbol;Acc:HGNC:16953]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210809_S_AT","ENSG00000133110","POSTN","periostin [Source:HGNC Symbol;Acc:HGNC:16953]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1555778_A_AT","ENSG00000133110","POSTN","periostin [Source:HGNC Symbol;Acc:HGNC:16953]","AFFY_HG_U133_PLUS_2"
"204339_S_AT","ENSG00000117152","RGS4","regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204337_AT","ENSG00000117152","RGS4","regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204338_S_AT","ENSG00000117152","RGS4","regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226695_AT","ENSG00000116132","PRRX1","paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"205991_S_AT","ENSG00000116132","PRRX1","paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"238852_AT","ENSG00000116132","PRRX1","paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"202766_S_AT","ENSG00000166147","FBN1","fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202765_S_AT","ENSG00000166147","FBN1","fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"235318_AT","ENSG00000166147","FBN1","fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"201858_S_AT","ENSG00000122862","SRGN","serglycin [Source:HGNC Symbol;Acc:HGNC:9361]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201859_AT","ENSG00000122862","SRGN","serglycin [Source:HGNC Symbol;Acc:HGNC:9361]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202363_AT","ENSG00000152377","SPOCK1","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:11251]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"220014_AT","ENSG00000184838","PRR16","proline rich 16 [Source:HGNC Symbol;Acc:HGNC:29654]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1554867_A_AT","ENSG00000184838","PRR16","proline rich 16 [Source:HGNC Symbol;Acc:HGNC:29654]","AFFY_HG_U133_PLUS_2"
"220512_AT","ENSG00000164741","DLC1","DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"224822_AT","ENSG00000164741","DLC1","DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"220511_S_AT","ENSG00000164741","DLC1","DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"242631_X_AT","ENSG00000164741","DLC1","DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"210762_S_AT","ENSG00000164741","DLC1","DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202931_X_AT","ENSG00000136717","BIN1","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214439_X_AT","ENSG00000136717","BIN1","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210202_S_AT","ENSG00000136717","BIN1","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210201_X_AT","ENSG00000136717","BIN1","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214643_X_AT","ENSG00000136717","BIN1","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209568_S_AT","ENSG00000143344","RGL1","ral guanine nucleotide dissociation stimulator like 1 [Source:HGNC Symbol;Acc:HGNC:30281]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201508_AT","ENSG00000141753","IGFBP4","insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213325_AT","ENSG00000177707","NECTIN3","nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215608_AT","ENSG00000140937","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215608_AT","ENSG00000278893","None","novel transcript","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"241780_AT","ENSG00000140937","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"239769_AT","ENSG00000140937","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"207173_X_AT","ENSG00000140937","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"236179_AT","ENSG00000140937","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"207172_S_AT","ENSG00000140937","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"239286_AT","ENSG00000140937","CDH11","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"218162_AT","ENSG00000116774","OLFML3","olfactomedin like 3 [Source:HGNC Symbol;Acc:HGNC:24956]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"218162_AT","ENSG00000163349","HIPK1","homeodomain interacting protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:19006]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201069_AT","ENSG00000087245","MMP2","matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201058_S_AT","ENSG00000101335","MYL9","myosin light chain 9 [Source:HGNC Symbol;Acc:HGNC:15754]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"244149_AT","ENSG00000101335","MYL9","myosin light chain 9 [Source:HGNC Symbol;Acc:HGNC:15754]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"209101_AT","ENSG00000118523","CCN2","cellular communication network factor 2 [Source:HGNC Symbol;Acc:HGNC:2500]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209210_S_AT","ENSG00000073712","FERMT2","FERM domain containing kindlin 2 [Source:HGNC Symbol;Acc:HGNC:15767]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214212_X_AT","ENSG00000073712","FERMT2","FERM domain containing kindlin 2 [Source:HGNC Symbol;Acc:HGNC:15767]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209209_S_AT","ENSG00000073712","FERMT2","FERM domain containing kindlin 2 [Source:HGNC Symbol;Acc:HGNC:15767]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212764_AT","ENSG00000148516","ZEB1","zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210875_S_AT","ENSG00000148516","ZEB1","zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"239952_AT","ENSG00000148516","ZEB1","zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"212758_S_AT","ENSG00000148516","ZEB1","zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205805_S_AT","ENSG00000185483","ROR1","receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"232060_AT","ENSG00000185483","ROR1","receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"211057_AT","ENSG00000185483","ROR1","receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206631_AT","ENSG00000125384","PTGER2","prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212624_S_AT","ENSG00000128656","CHN1","chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210139_S_AT","ENSG00000109099","PMP22","peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202369_S_AT","ENSG00000065308","TRAM2","translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1554383_A_AT","ENSG00000065308","TRAM2","translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]","AFFY_HG_U133_PLUS_2"
"202368_S_AT","ENSG00000065308","TRAM2","translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"205547_S_AT","ENSG00000149591","TAGLN","transgelin [Source:HGNC Symbol;Acc:HGNC:11553]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1555724_S_AT","ENSG00000149591","TAGLN","transgelin [Source:HGNC Symbol;Acc:HGNC:11553]","AFFY_HG_U133_PLUS_2"
"206025_S_AT","ENSG00000123610","TNFAIP6","TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206026_S_AT","ENSG00000123610","TNFAIP6","TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213498_AT","ENSG00000157613","CREB3L1","cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213059_AT","ENSG00000157613","CREB3L1","cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203343_AT","ENSG00000109814","UGDH","UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230372_AT","ENSG00000170961","HAS2","hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"206432_AT","ENSG00000170961","HAS2","hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203811_S_AT","ENSG00000162616","DNAJB4","DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203810_AT","ENSG00000162616","DNAJB4","DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211792_S_AT","ENSG00000123080","CDKN2C","cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204159_AT","ENSG00000123080","CDKN2C","cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"218175_AT","ENSG00000119242","CCDC92","coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212143_S_AT","ENSG00000146674","IGFBP3","insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210095_S_AT","ENSG00000146674","IGFBP3","insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230330_AT","ENSG00000170836","PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"204566_AT","ENSG00000170836","PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1554965_AT","ENSG00000168386","FILIP1L","filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]","AFFY_HG_U133_PLUS_2"
"1554966_A_AT","ENSG00000168386","FILIP1L","filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]","AFFY_HG_U133_PLUS_2"
"204135_AT","ENSG00000168386","FILIP1L","filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"218718_AT","ENSG00000145431","PDGFC","platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"222719_S_AT","ENSG00000145431","PDGFC","platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219682_S_AT","ENSG00000135111","TBX3","T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"229576_S_AT","ENSG00000135111","TBX3","T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225544_AT","ENSG00000135111","TBX3","T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"222917_S_AT","ENSG00000135111","TBX3","T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"232574_AT","ENSG00000103489","XYLT1","xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"213725_X_AT","ENSG00000103489","XYLT1","xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"209955_S_AT","ENSG00000078098","FAP","fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213068_AT","ENSG00000143196","DPT","dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213068_AT","ENSG00000285622","None","novel transcript","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213071_AT","ENSG00000143196","DPT","dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
